start_date,Team,Odds
2023-11-27,Florida Panthers,1.746268657
2023-11-27,Ottawa Senators,2.1
2023-11-27,Columbus Blue Jackets,3.22
2023-11-27,New York Rangers,1.427350427
2023-11-27,Washington Capitals,1.41322314
2023-11-27,Colorado Avalanche,1.746268657
2023-11-27,Calgary Flames,1.970873786
2023-11-27,San Jose Sharks,2.91
2023-11-27,Vegas Golden Knights,1.840336134
2023-11-28,Tampa Bay Lightning,1.826446281
2023-11-28,Florida Panthers,2.16
2023-11-28,Toronto Maple Leafs,1.709219858
2023-11-28,Carolina Hurricanes,1.621118012
2023-11-28,New Jersey Devils,1.588235294
2023-11-28,New York Islanders,2.38
2023-11-28,Philadelphia Flyers,2.32
2023-11-28,Pittsburgh Penguins,1.892857143
2023-11-28,Arizona Coyotes,2
2023-11-28,Chicago Blackhawks,2.52
2023-11-28,Dallas Stars,1.833333333
2023-11-28,Minnesota Wild,1.617283951
2023-11-28,Nashville Predators,1.917431193
2023-11-28,St Louis Blues,2.33
2023-11-28,Winnipeg Jets,1.980392157
2023-11-28,Anaheim Ducks,3.13
2023-11-28,Edmonton Oilers,1.67114094
2023-11-28,Seattle Kraken,1.543478261
2023-11-28,Vancouver Canucks,1.373134328
2023-11-28,Vegas Golden Knights,2.22
2023-11-29,Detroit Red Wings,2.66
2023-11-29,Montreal Canadiens,2.11
2023-11-29,Columbus Blue Jackets,1.746268657
2023-11-29,New York Rangers,1.487804878
2023-11-29,Washington Capitals,2.76
2023-11-29,Los Angeles Kings,1.454545455
2023-11-30,Tampa Bay Lightning,1.724637681
2023-11-30,Boston Bruins,1.199203187
2023-11-30,Buffalo Sabres,2.04
2023-11-30,Detroit Red Wings,1.512820513
2023-11-30,Florida Panthers,1.401606426
2023-11-30,Montreal Canadiens,2.99
2023-11-30,Toronto Maple Leafs,1.543478261
2023-11-30,Carolina Hurricanes,1.46728972
2023-11-30,New Jersey Devils,1.699300699
2023-11-30,New York Islanders,2.71
2023-11-30,Philadelphia Flyers,2.18
2023-11-30,Pittsburgh Penguins,2.13
2023-11-30,Washington Capitals,1.826446281
2023-11-30,Arizona Coyotes,2.64
2023-11-30,Chicago Blackhawks,2.57
2023-11-30,Colorado Avalanche,1.5
2023-11-30,Dallas Stars,1.775193798
2023-11-30,Minnesota Wild,2.02
2023-11-30,Nashville Predators,1.81300813
2023-11-30,St Louis Blues,1.8
2023-11-30,Winnipeg Jets,1.961538462
2023-11-30,Anaheim Ducks,2
2023-11-30,Calgary Flames,2.06
2023-11-30,Edmonton Oilers,1.847457627
2023-11-30,San Jose Sharks,4.67
2023-11-30,Seattle Kraken,2.51
2023-11-30,Vancouver Canucks,1.806451613
2023-11-30,Vegas Golden Knights,2.02
2023-12-01,Ottawa Senators,1.609756098
2023-12-01,Columbus Blue Jackets,2.35
2023-12-01,New Jersey Devils,1.210526316
2023-12-01,San Jose Sharks,4.52
2023-12-02,Tampa Bay Lightning,2.23
2023-12-02,Boston Bruins,1.892857143
2023-12-02,Buffalo Sabres,2.96
2023-12-02,Detroit Red Wings,1.632911392
2023-12-02,Florida Panthers,1.549450549
2023-12-02,Ottawa Senators,1.806451613
2023-12-02,Montreal Canadiens,2.29
2023-12-02,Toronto Maple Leafs,1.917431193
2023-12-02,Carolina Hurricanes,1.409836066
2023-12-02,New York Islanders,2.47
2023-12-02,New York Rangers,1.598802395
2023-12-02,Philadelphia Flyers,2.4
2023-12-02,Pittsburgh Penguins,1.588235294
2023-12-02,Washington Capitals,2.58
2023-12-02,Arizona Coyotes,1.787401575
2023-12-02,Chicago Blackhawks,3.3
2023-12-02,Colorado Avalanche,1.438596491
2023-12-02,Dallas Stars,1.67114094
2023-12-02,Nashville Predators,2.38
2023-12-02,St Louis Blues,2.04
2023-12-02,Winnipeg Jets,1.338983051
2023-12-02,Anaheim Ducks,2.85
2023-12-02,Calgary Flames,1.826446281
2023-12-02,Seattle Kraken,2.01
2023-12-02,Vancouver Canucks,2
2023-12-02,Vegas Golden Knights,1.518134715
2023-12-03,Boston Bruins,1.374531835
2023-12-03,Buffalo Sabres,1.909090909
2023-12-03,Columbus Blue Jackets,3.1
2023-12-03,New York Rangers,1.245700246
2023-12-03,Chicago Blackhawks,3.53
2023-12-03,Colorado Avalanche,2.26
2023-12-03,Minnesota Wild,1.309597523
2023-12-03,Nashville Predators,1.892857143
2023-12-03,Los Angeles Kings,1.653594771
2023-12-03,San Jose Sharks,4.12
2023-12-04,Tampa Bay Lightning,1.99009901
2023-12-04,Montreal Canadiens,2.32
2023-12-04,Carolina Hurricanes,1.689655172
2023-12-04,Philadelphia Flyers,1.970873786
2023-12-04,Pittsburgh Penguins,1.833333333
2023-12-04,Washington Capitals,2.09
2023-12-04,Arizona Coyotes,1.763358779
2023-12-04,Dallas Stars,1.833333333
2023-12-04,St Louis Blues,2.6
2023-12-04,Winnipeg Jets,2.2
2023-12-04,Seattle Kraken,1.617283951
2023-12-04,Vegas Golden Knights,1.502512563
2023-12-05,Buffalo Sabres,2.07
2023-12-05,Detroit Red Wings,1.763358779
2023-12-05,Ottawa Senators,2.25
2023-12-05,Columbus Blue Jackets,2.75
2023-12-05,New Jersey Devils,1.900900901
2023-12-05,New York Islanders,1.305810398
2023-12-05,New York Rangers,1.653594771
2023-12-05,Chicago Blackhawks,2.5
2023-12-05,Colorado Avalanche,1.364963504
2023-12-05,Minnesota Wild,1.909090909
2023-12-05,Nashville Predators,1.540540541
2023-12-05,Anaheim Ducks,3.18
2023-12-05,Calgary Flames,1.909090909
2023-12-05,Los Angeles Kings,1.46728972
2023-12-05,San Jose Sharks,3.52
2023-12-05,Vancouver Canucks,1.909090909
2023-12-06,Tampa Bay Lightning,1.740740741
2023-12-06,Florida Panthers,1.833333333
2023-12-06,Carolina Hurricanes,1.943396226
2023-12-06,Pittsburgh Penguins,2.12
2023-12-06,Dallas Stars,1.980392157
2023-12-06,St Louis Blues,2.39
2023-12-06,Edmonton Oilers,1.862068966
2023-12-06,Vegas Golden Knights,1.595238095
2023-12-07,Tampa Bay Lightning,2.12
2023-12-07,Boston Bruins,1.373134328
2023-12-07,Buffalo Sabres,3.14
2023-12-07,Detroit Red Wings,1.340136054
2023-12-07,Ottawa Senators,2.08
2023-12-07,Montreal Canadiens,2.78
2023-12-07,Toronto Maple Leafs,1.769230769
2023-12-07,Carolina Hurricanes,1.769230769
2023-12-07,Columbus Blue Jackets,2.53
2023-12-07,New Jersey Devils,1.694444444
2023-12-07,New York Islanders,1.531914894
2023-12-07,Philadelphia Flyers,1.877192982
2023-12-07,Washington Capitals,2.21
2023-12-07,Arizona Coyotes,1.934579439
2023-12-07,Chicago Blackhawks,1.925925926
2023-12-07,Colorado Avalanche,1.704225352
2023-12-07,Dallas Stars,1.684931507
2023-12-07,Minnesota Wild,1.970873786
2023-12-07,Nashville Predators,1.735294118
2023-12-07,Winnipeg Jets,2.17
2023-12-07,Anaheim Ducks,1.877192982
2023-12-07,Calgary Flames,2.08
2023-12-07,Los Angeles Kings,1.452488688
2023-12-07,San Jose Sharks,3.32
2023-12-07,Seattle Kraken,2.19
2023-12-07,Vancouver Canucks,1.847457627
2023-12-08,Florida Panthers,1.613496933
2023-12-08,Columbus Blue Jackets,2.25
2023-12-08,Pittsburgh Penguins,2.34
2023-12-08,Minnesota Wild,2.59
2023-12-08,St Louis Blues,1.64516129
2023-12-08,Edmonton Oilers,1.515463918
2023-12-09,Tampa Bay Lightning,1.840336134
2023-12-09,Boston Bruins,1.454545455
2023-12-09,Buffalo Sabres,1.555555556
2023-12-09,Detroit Red Wings,1.806451613
2023-12-09,Ottawa Senators,2.02
2023-12-09,Montreal Canadiens,2.47
2023-12-09,Toronto Maple Leafs,1.621118012
2023-12-09,Carolina Hurricanes,1.751879699
2023-12-09,New Jersey Devils,1.806451613
2023-12-09,New York Islanders,2.22
2023-12-09,New York Rangers,1.529100529
2023-12-09,Philadelphia Flyers,2.45
2023-12-09,Washington Capitals,2.53
2023-12-09,Arizona Coyotes,2.76
2023-12-09,Chicago Blackhawks,2.14
2023-12-09,Colorado Avalanche,1.558659218
2023-12-09,Dallas Stars,1.826446281
2023-12-09,Nashville Predators,2.34
2023-12-09,St Louis Blues,1.724637681
2023-12-09,Calgary Flames,2.01
2023-12-09,Los Angeles Kings,1.67114094
2023-12-09,Seattle Kraken,1.970873786
2023-12-09,Vancouver Canucks,2.09
2023-12-09,Vegas Golden Knights,1.99009901
2023-12-10,Florida Panthers,1.398406375
2023-12-10,Montreal Canadiens,2.37
2023-12-10,Columbus Blue Jackets,3.01
2023-12-10,New Jersey Devils,2.29
2023-12-10,New York Rangers,1.847457627
2023-12-10,Washington Capitals,1.606060606
2023-12-10,Chicago Blackhawks,2.36
2023-12-10,Minnesota Wild,1.751879699
2023-12-10,Nashville Predators,1.602409639
2023-12-10,Winnipeg Jets,1.497512438
2023-12-10,Anaheim Ducks,2.65
2023-12-10,Edmonton Oilers,1.632911392
2023-12-10,Los Angeles Kings,1.961538462
2023-12-10,San Jose Sharks,3.51
2023-12-10,Seattle Kraken,2.1
2023-12-10,Vegas Golden Knights,1.310559006
2023-12-11,Buffalo Sabres,1.769230769
2023-12-11,Detroit Red Wings,2.77
2023-12-11,Toronto Maple Leafs,1.787401575
2023-12-11,New York Islanders,2.05
2023-12-11,Arizona Coyotes,2.07
2023-12-11,Colorado Avalanche,1.561797753
2023-12-11,Dallas Stars,1.454545455
2023-12-11,Calgary Flames,2.46
2023-12-12,Tampa Bay Lightning,2.04
2023-12-12,Detroit Red Wings,2.18
2023-12-12,Florida Panthers,1.602409639
2023-12-12,Ottawa Senators,2.12
2023-12-12,Toronto Maple Leafs,2.52
2023-12-12,Carolina Hurricanes,1.735294118
2023-12-12,New York Rangers,1.537634409
2023-12-12,Philadelphia Flyers,2.18
2023-12-12,Pittsburgh Penguins,1.505050505
2023-12-12,Arizona Coyotes,2.62
2023-12-12,Chicago Blackhawks,4.58
2023-12-12,Nashville Predators,1.699300699
2023-12-12,St Louis Blues,1.689655172
2023-12-12,Winnipeg Jets,1.462962963
2023-12-12,Calgary Flames,2.6
2023-12-12,Edmonton Oilers,1.207039337
2023-12-12,San Jose Sharks,2.74
2023-12-12,Seattle Kraken,2.36
2023-12-12,Vancouver Canucks,1.8
2023-12-12,Vegas Golden Knights,1.502512563
2023-12-13,Boston Bruins,2.04
2023-12-13,Buffalo Sabres,2.75
2023-12-13,Montreal Canadiens,2.27
2023-12-13,New Jersey Devils,1.787401575
2023-12-13,New York Islanders,1.5
2023-12-13,Pittsburgh Penguins,1.653594771
2023-12-13,Colorado Avalanche,1.5
2023-12-13,Winnipeg Jets,2.5
2023-12-13,Anaheim Ducks,2.63
2023-12-13,Los Angeles Kings,1.546448087
